id,longitude,latitude
886,-73.1130273,7.1005547
887,-73.1342849,7.1196468
888,-73.1341553,7.1190226
889,-73.1194801,7.1084412
890,-73.1306573,7.1247617
891,-73.136182132,7.12090641
892,-73.1212715,7.0788802
893,-73.1116377,7.1241677
894,-73.1202749,7.1295289
895,-73.1103827,7.1221407
896,-73.1122997,7.102895
897,-73.1248062,7.1059784
898,-73.137808101,7.111602033
899,-73.1282847,7.1389673
900,-73.11223355,7.1265323
901,-73.1023954,7.1317576
902,-73.1353685,7.0949917
903,-73.1225477,7.120046
904,-73.1309169,7.1178915
905,-73.111093,7.1212279
906,-73.1070177,7.1207995
907,-73.118661151,7.136458287
908,-73.1192165,7.1184687
909,-73.1304843,7.10383055
910,-73.133902852,7.09632194
911,-73.136199806,7.149844253
912,-73.1145877,7.1225039
913,-73.1309997,7.113654
914,-73.1126824,7.1323563
915,-73.1148682,7.0831479
916,-73.1181584,7.1225781
917,-73.1209567,7.1170647
918,-73.114234,7.1016649
919,-73.1095237,7.1146996
920,-73.1298303,7.1201359
921,-73.1181422,7.0862489
922,-73.123889222,7.13897922
923,-73.12277,7.1183164
924,-73.13113265,7.1588485
925,-73.1095741,7.1214826
926,-73.1162579,7.1016462
927,-73.1031885,7.1139969
928,-73.12505415,7.10018315
929,-73.13411,7.14075345
930,-73.1095593,7.1183178
931,-73.1296229,7.132932
932,-73.11975645,7.1313776
933,-73.1100367,7.1365805
934,-73.1307083,7.0999972
935,-73.1153265,7.1008208
936,-73.1100748,7.1146
